"id","nome_campanha","data_inicio","data_fim","orcamento","publico_alvo","canais_divulgacao","tipo_campanha","taxa_conversao","impressoes"
235,"Campanha 235","2023-12-20","2023-12-26","33784.91","Publico Alvo 1","Google","Promocional","4.64","9000000"
236,"Campanha 236","2025-01-13","2025-01-14","33345.09","Publico Alvo 2",NULL,NULL,"5.07","2000000"
237,"Campanha 237","2025-03-01","2025-03-25",NULL,"Publico Alvo 3","Sites de Notícias","Promocional","14.77","1000000"
238,"Campanha 238","2022-10-15","2022-10-20","26836.57","Publico Alvo 4","Google","Divulgação","17.91","5000000"
239,"Campanha 239","2024-06-20","2024-07-06","77626.70","Publico Alvo 5","Google","Divulgação","11.43","2000000"
240,"Campanha 240","2021-10-22","2021-11-02","47061.40","Publico Alvo 1","Sites de Notícias",NULL,"19.65","1000000"
241,"Campanha 241","2021-09-19","2021-10-19","82286.41","Publico Alvo 2","Redes Sociais","Divulgação","29.82","9000000"
242,"Campanha 242","2022-05-30","2022-06-14","34904.53","?","Redes Sociais","Promocional","29.98","8000000"
243,"Campanha 243","2022-09-04","2022-09-08","96806.47","Publico Alvo 4","Redes Sociais","Promocional","11.53","6000000"
244,"Campanha 244","2024-10-11","2024-10-21","68734.90","Publico Alvo 5","Sites de Notícias","Divulgação","1.05","4000000"
245,"Campanha 245","2023-12-12","2024-01-03","56155.46","Publico Alvo 1","Redes Sociais","Mais Seguidores","12.35","1000000"
246,"Campanha 246","2023-06-04","2023-06-12","56263.42","Publico Alvo 2","Redes Sociais","Mais Seguidores","12.50","1000000"
247,"Campanha 247","2023-05-21","2023-06-15","47335.04","?","Google","Divulgação","3.08","4000000"
248,"Campanha 248","2023-10-30","2023-11-04","6387.82","Publico Alvo 4","Sites de Notícias","Mais Seguidores","8.81","8000000"
249,"Campanha 249","2021-09-23","2021-10-17","96356.81","Publico Alvo 5","Redes Sociais","Divulgação","0.00","5000000"
250,"Campanha 250","2024-01-04","2024-01-13","82222.90","Publico Alvo 1","Google","Mais Seguidores","26.29","5000000"
251,"Campanha 251","2022-09-05","2022-10-04","14432.64","?","Sites de Notícias","Divulgação","29.03","10000000"
252,"Campanha 252","2022-02-03","2022-02-23","23761.43","Publico Alvo 3",NULL,"Promocional","10.76","7000000"
253,"Campanha 253","2021-07-22","2021-08-18","5184.94","?","Google","Divulgação","23.81","1000000"
254,"Campanha 254","2025-05-05","2025-05-18","8257.55","Publico Alvo 5","Redes Sociais","Divulgação","1.48","8000000"
255,"Campanha 255","2025-01-13","2025-01-22","52715.44","Publico Alvo 1","Sites de Notícias",NULL,"14.44","4000000"
256,"Campanha 256","2023-04-13","2023-05-06","90661.03","Publico Alvo 2","Redes Sociais","Promocional","17.41","3000000"
257,"Campanha 257","2022-03-04","2022-04-03","33525.93","Publico Alvo 3","Redes Sociais","Mais Seguidores","13.90","10000000"
258,"Campanha 258","2022-01-25","2022-01-28","91117.84","Publico Alvo 4","Google","Mais Seguidores","11.43","2000000"
259,"Campanha 259","2024-02-01","2024-02-22","93078.64","Publico Alvo 5","Google","Divulgação","29.60","4000000"
260,"Campanha 260","2023-07-03","2023-07-19","48825.83","Publico Alvo 1",NULL,"Promocional","6.16","2000000"
261,"Campanha 261","2025-05-10","2025-06-08","24720.30","Publico Alvo 2","Redes Sociais","Mais Seguidores","17.84","2000000"
262,"Campanha 262","2022-01-17","2022-01-26",NULL,"?","Sites de Notícias","Promocional","2.82","7000000"
263,"Campanha 263","2022-11-14","2022-12-04","25947.92","?",NULL,"Promocional","18.44","2000000"
264,"Campanha 264","2024-01-21","2024-01-27","49571.16","?","Google","Divulgação","21.98","4000000"
265,"Campanha 265","2024-01-17","2024-01-25","91435.82","?","Sites de Notícias",NULL,"17.31","2000000"
266,"Campanha 266","2022-08-01","2022-08-25","95912.95","Publico Alvo 2","Redes Sociais","Promocional","10.41","1000000"
267,"Campanha 267","2024-12-25","2025-01-18",NULL,"Publico Alvo 3",NULL,"Divulgação","11.13","8000000"
268,"Campanha 268","2023-10-14","2023-10-22","29186.82","Publico Alvo 4","Google","Promocional","7.28","5000000"
269,"Campanha 269","2025-04-16","2025-04-17",NULL,"Publico Alvo 5","Redes Sociais","Divulgação","6.03","2000000"
270,"Campanha 270","2023-07-10","2023-07-27",NULL,"Publico Alvo 1","Sites de Notícias",NULL,"7.03","6000000"
271,"Campanha 271","2023-02-13","2023-03-03","47941.13","Publico Alvo 2","Redes Sociais","Promocional","14.41","4000000"
272,"Campanha 272","2024-01-05","2024-01-26","61304.68","Publico Alvo 3",NULL,NULL,"1.24","1000000"
273,"Campanha 273","2023-08-06","2023-08-21","90817.36","Publico Alvo 4",NULL,"Divulgação","13.15","2000000"
274,"Campanha 274","2024-12-05","2024-12-21","81587.06","Publico Alvo 5","Google","Divulgação","17.72","3000000"
275,"Campanha 275","2023-08-05","2023-08-10","65502.84","Publico Alvo 1",NULL,"Promocional","0.90","2000000"
276,"Campanha 276","2024-06-03","2024-06-06","80496.88","Publico Alvo 2","Sites de Notícias","Divulgação","5.78","4000000"
277,"Campanha 277","2024-12-17","2024-12-27",NULL,"Publico Alvo 3","Google","Promocional","17.05","10000000"
278,"Campanha 278","2021-10-13","2021-11-02","33832.18","Publico Alvo 4","Google","Divulgação","1.10","4000000"
279,"Campanha 279","2022-07-18","2022-07-20","12877.47","Publico Alvo 5","Sites de Notícias","Divulgação","10.37","2000000"
280,"Campanha 280","2022-05-28","2022-06-16","57742.44","Publico Alvo 1","Google","Promocional","6.61","4000000"
281,"Campanha 281","2023-05-26","2023-06-13",NULL,"Publico Alvo 2",NULL,"Divulgação","2.02","7000000"
282,"Campanha 282","2022-09-07","2022-09-24",NULL,"Publico Alvo 3","Google","Divulgação","9.26","1000000"
283,"Campanha 283","2022-05-11","2022-06-03","33206.85","?","Sites de Notícias",NULL,"14.05","8000000"
284,"Campanha 284","2023-05-08","2023-05-18",NULL,"Publico Alvo 5","Google","Mais Seguidores","11.64","1000000"
285,"Campanha 285","2024-03-24","2024-04-16","57257.66","?",NULL,"Divulgação","17.37","6000000"
286,"Campanha 286","2024-02-14","2024-02-25",NULL,"Publico Alvo 2","Sites de Notícias","Mais Seguidores","10.92","9000000"
287,"Campanha 287","2025-03-21","2025-04-12",NULL,"Publico Alvo 3","Google",NULL,"0.67","8000000"
288,"Campanha 288","2021-10-06","2021-10-21","40521.24","Publico Alvo 4",NULL,"Divulgação","26.09","2000000"
289,"Campanha 289","2022-11-21","2022-12-17","23497.18","Publico Alvo 5",NULL,"Divulgação","29.16","6000000"
290,"Campanha 290","2024-10-29","2024-11-13","24143.77","Publico Alvo 1","Redes Sociais","Promocional","3.69","3000000"
291,"Campanha 291","2021-09-17","2021-10-10","75722.51","Publico Alvo 2","Redes Sociais","Divulgação","11.62","6000000"
292,"Campanha 292","2021-10-14","2021-10-28","33395.81","Publico Alvo 3","Google",NULL,"0.85","10000000"
293,"Campanha 293","2023-06-11","2023-06-17","81500.87","Publico Alvo 4","Google","Promocional","15.10","6000000"
294,"Campanha 294","2021-08-16","2021-09-09","82846.13","Publico Alvo 5","Sites de Notícias","Mais Seguidores","14.87","10000000"
295,"Campanha 295","2021-09-10","2021-09-27","43799.30","Publico Alvo 1","Redes Sociais",NULL,"22.98","8000000"
296,"Campanha 296","2025-05-18","2025-06-04","17808.37","Publico Alvo 2","Sites de Notícias","Promocional","13.19","1000000"
297,"Campanha 297","2024-09-29","2024-10-03",NULL,"Publico Alvo 3","Google",NULL,"15.49","4000000"
298,"Campanha 298","2022-04-29","2022-05-15",NULL,"?","Sites de Notícias",NULL,"18.70","3000000"
299,"Campanha 299","2025-03-19","2025-04-16",NULL,"Publico Alvo 5",NULL,"Mais Seguidores","26.46","5000000"
300,"Campanha 300","2021-06-03","2021-06-13","55320.26","Publico Alvo 1",NULL,"Mais Seguidores","14.24","10000000"
301,"Campanha 301","2024-09-05","2024-09-10","34670.76","?","Google","Promocional","14.59","9000000"
302,"Campanha 302","2021-07-12","2021-07-26","21112.98","Publico Alvo 3","Redes Sociais",NULL,"11.24","10000000"
303,"Campanha 303","2024-05-09","2024-05-10","86889.06","Publico Alvo 4","Sites de Notícias","Mais Seguidores","28.17","1000000"
304,"Campanha 304","2021-08-07","2021-08-21","61886.28","Publico Alvo 5","Google","Divulgação","22.56","6000000"
305,"Campanha 305","2021-06-21","2021-06-23","36045.99","Publico Alvo 1","Redes Sociais","Divulgação","19.84","3000000"
306,"Campanha 306","2021-08-19","2021-08-31","95221.12","Publico Alvo 2","Sites de Notícias","Divulgação","12.93","4000000"
307,"Campanha 307","2025-04-18","2025-04-30","38758.02","Publico Alvo 3","Sites de Notícias",NULL,"23.62","1000000"
308,"Campanha 308","2023-02-04","2023-02-09",NULL,"Publico Alvo 4","Google",NULL,"8.26","7000000"
309,"Campanha 309","2023-01-09","2023-01-30","84717.86","?","Google",NULL,"28.89","4000000"
310,"Campanha 310","2024-01-27","2024-02-02","35889.67","?","Redes Sociais","Promocional","6.12","1000000"
311,"Campanha 311","2022-06-08","2022-06-29","74892.95","?","Sites de Notícias","Promocional","16.31","1000000"
312,"Campanha 312","2022-03-24","2022-03-26","35799.29","Publico Alvo 3","Redes Sociais","Mais Seguidores","2.52","10000000"
313,"Campanha 313","2023-12-03","2023-12-17","55231.51","?",NULL,"Mais Seguidores","13.64","7000000"
314,"Campanha 314","2025-04-06","2025-04-23","12268.58","Publico Alvo 5","Google","Divulgação","4.97","10000000"
315,"Campanha 315","2024-10-18","2024-10-29","32994.12","Publico Alvo 1","Google","Promocional","10.24","8000000"
316,"Campanha 316","2022-02-25","2022-03-20",NULL,"Publico Alvo 2","Redes Sociais","Promocional","26.87","7000000"
317,"Campanha 317","2025-02-04","2025-02-13","59546.67","Publico Alvo 3","Sites de Notícias","Promocional","5.90","10000000"
318,"Campanha 318","2024-12-22","2025-01-21","11513.59","Publico Alvo 4",NULL,"Promocional","2.82","5000000"
319,"Campanha 319","2025-05-07","2025-06-04","28569.44","Publico Alvo 5",NULL,"Promocional","1.58","10000000"
320,"Campanha 320","2022-07-29","2022-08-22",NULL,"?","Google","Divulgação","16.48","4000000"
321,"Campanha 321","2021-06-09","2021-06-14","55081.39","Publico Alvo 2","Sites de Notícias","Promocional","9.48","8000000"
322,"Campanha 322","2021-06-30","2021-07-17","35890.15","Publico Alvo 3","Sites de Notícias",NULL,"10.21","8000000"
323,"Campanha 323","2022-01-01","2022-01-29","42188.49","Publico Alvo 4","Sites de Notícias",NULL,"20.85","8000000"
324,"Campanha 324","2024-12-20","2025-01-05","6944.37","Publico Alvo 5","Sites de Notícias","Promocional","2.03","5000000"
325,"Campanha 325","2023-10-03","2023-10-08","65603.09","Publico Alvo 1","Redes Sociais",NULL,"23.85","1000000"
326,"Campanha 326","2023-03-23","2023-04-16","30372.28","Publico Alvo 2","Redes Sociais","Promocional","0.66","9000000"
327,"Campanha 327","2023-08-01","2023-08-26","1849.78","Publico Alvo 3","Sites de Notícias",NULL,"9.18","1000000"
328,"Campanha 328","2023-11-05","2023-11-29","64514.65","?",NULL,"Promocional","28.59","7000000"
329,"Campanha 329","2024-04-29","2024-05-19","45132.55","Publico Alvo 5","Google","Divulgação","10.18","2000000"
330,"Campanha 330","2024-08-28","2024-09-22","12600.61","Publico Alvo 1","Sites de Notícias","Divulgação","2.53","1000000"
331,"Campanha 331","2024-06-20","2024-07-01",NULL,"Publico Alvo 2","Redes Sociais","Divulgação","5.54","7000000"
332,"Campanha 332","2024-06-06","2024-06-20","74111.92","?","Google",NULL,"12.57","5000000"
333,"Campanha 333","2024-11-19","2024-11-23","48666.44","?","Google","Promocional","27.35","6000000"
334,"Campanha 334","2022-09-02","2022-09-10",NULL,"?","Redes Sociais",NULL,"11.71","6000000"
335,"Campanha 335","2024-09-05","2024-09-07",NULL,"?","Redes Sociais","Mais Seguidores","14.52","9000000"
336,"Campanha 336","2022-04-25","2022-05-01","10650.53","Publico Alvo 2","Redes Sociais","Divulgação","0.86","9000000"
337,"Campanha 337","2022-02-11","2022-03-12","34126.76","Publico Alvo 3","Redes Sociais","Promocional","27.62","3000000"
338,"Campanha 338","2023-09-19","2023-09-20","91663.14","?","Sites de Notícias","Divulgação","0.56","7000000"
339,"Campanha 339","2021-11-12","2021-11-23","16427.90","Publico Alvo 5",NULL,NULL,"28.32","3000000"
340,"Campanha 340","2024-10-08","2024-10-12","20063.53","Publico Alvo 1","Google","Mais Seguidores","18.78","2000000"
341,"Campanha 341","2022-07-29","2022-08-19",NULL,"Publico Alvo 2","Google","Divulgação","12.85","3000000"
342,"Campanha 342","2024-05-21","2024-05-31","49448.08","?","Redes Sociais","Divulgação","1.39","10000000"
343,"Campanha 343","2024-01-22","2024-01-27","4063.57","Publico Alvo 4","Google","Promocional","7.20","2000000"
344,"Campanha 344","2025-01-03","2025-01-05","52295.18","Publico Alvo 5","Sites de Notícias","Divulgação","0.98","6000000"
345,"Campanha 345","2023-11-06","2023-11-08","91628.31","Publico Alvo 1","Redes Sociais","Promocional","16.82","8000000"
346,"Campanha 346","2022-09-21","2022-09-26","25550.56","Publico Alvo 2","Google","Promocional","0.74","3000000"
347,"Campanha 347","2022-08-04","2022-09-03","25507.71","Publico Alvo 3","Google",NULL,"19.88","4000000"
348,"Campanha 348","2022-12-14","2022-12-25","64737.61","Publico Alvo 4","Sites de Notícias","Mais Seguidores","22.56","6000000"
349,"Campanha 349","2022-12-13","2023-01-10","25368.45","?","Google","Mais Seguidores","26.00","3000000"
350,"Campanha 350","2023-11-01","2023-11-21","46644.09","Publico Alvo 1","Redes Sociais","Promocional","21.39","2000000"
351,"Campanha 351","2024-08-30","2024-09-15","69584.10","Publico Alvo 2","Sites de Notícias","Mais Seguidores","16.03","2000000"
352,"Campanha 352","2023-09-12","2023-09-25",NULL,"Publico Alvo 3","Redes Sociais","Promocional","6.03","10000000"
353,"Campanha 353","2023-02-26","2023-03-03","52930.99","Publico Alvo 4","Redes Sociais",NULL,"17.56","10000000"
354,"Campanha 354","2021-05-30","2021-06-29","76325.12","Publico Alvo 5","Sites de Notícias","Divulgação","2.50","6000000"
355,"Campanha 355","2024-07-30","2024-08-28","21974.40","Publico Alvo 1","Google",NULL,"27.69","9000000"
356,"Campanha 356","2022-04-11","2022-04-24","15363.98","Publico Alvo 2","Google",NULL,"14.19","7000000"
357,"Campanha 357","2022-07-10","2022-08-05","4621.50","Publico Alvo 3","Google","Mais Seguidores","7.45","5000000"
358,"Campanha 358","2022-10-29","2022-11-22","57030.32","Publico Alvo 4",NULL,"Mais Seguidores","12.58","10000000"
359,"Campanha 359","2022-07-30","2022-08-02","52982.10","Publico Alvo 5","Google","Mais Seguidores","9.56","6000000"
360,"Campanha 360","2022-02-10","2022-02-21","24112.37","Publico Alvo 1","Google","Promocional","18.99","1000000"
361,"Campanha 361","2021-07-30","2021-08-07","51628.92","Publico Alvo 2","Google","Divulgação","29.19","2000000"
362,"Campanha 362","2025-04-03","2025-04-22","99213.01","Publico Alvo 3",NULL,"Divulgação","8.67","1000000"
363,"Campanha 363","2021-11-27","2021-12-22",NULL,"?","Google",NULL,"7.05","2000000"
364,"Campanha 364","2025-01-04","2025-01-12","36986.56","Publico Alvo 5","Redes Sociais","Mais Seguidores","14.08","3000000"
365,"Campanha 365","2024-03-26","2024-03-27","81842.05","Publico Alvo 1","Sites de Notícias","Divulgação","24.11","8000000"
366,"Campanha 366","2022-03-13","2022-04-09","48456.40","Publico Alvo 2","Sites de Notícias","Mais Seguidores","8.15","7000000"
367,"Campanha 367","2022-10-04","2022-10-28","38203.50","Publico Alvo 3","Google","Divulgação","15.94","10000000"
368,"Campanha 368","2021-08-29","2021-09-05",NULL,"Publico Alvo 4","Sites de Notícias","Divulgação","24.47","4000000"
369,"Campanha 369","2023-02-17","2023-03-15",NULL,"Publico Alvo 5","Sites de Notícias","Promocional","13.31","9000000"
370,"Campanha 370","2022-09-11","2022-10-08","95322.02","Publico Alvo 1","Google","Promocional","3.90","5000000"
371,"Campanha 371","2024-04-12","2024-05-08","49652.00","Publico Alvo 2",NULL,"Promocional","22.08","9000000"
372,"Campanha 372","2022-04-05","2022-04-15","71502.43","Publico Alvo 3","Google","Mais Seguidores","7.38","5000000"
373,"Campanha 373","2021-09-30","2021-10-19",NULL,"Publico Alvo 4","Sites de Notícias",NULL,"9.10","10000000"
374,"Campanha 374","2024-07-23","2024-07-31","99545.52","Publico Alvo 5","Redes Sociais","Promocional","3.10","2000000"
375,"Campanha 375","2024-09-10","2024-09-28","52775.00","Publico Alvo 1","Redes Sociais","Promocional","1.21","4000000"
376,"Campanha 376","2023-04-13","2023-05-11","74183.72","Publico Alvo 2","Sites de Notícias","Mais Seguidores","9.70","9000000"
377,"Campanha 377","2023-11-09","2023-11-23","13264.30","Publico Alvo 3","Redes Sociais","Divulgação","7.38","3000000"
378,"Campanha 378","2023-05-31","2023-06-11","13513.96","Publico Alvo 4",NULL,"Divulgação","25.70","8000000"
379,"Campanha 379","2024-11-09","2024-11-22","3574.65","Publico Alvo 5","Sites de Notícias","Promocional","22.12","7000000"
380,"Campanha 380","2024-12-07","2024-12-25","85468.13","Publico Alvo 1","Sites de Notícias","Divulgação","4.96","2000000"
381,"Campanha 381","2022-06-05","2022-06-07","3120.66","Publico Alvo 2","Google",NULL,"14.71","3000000"
382,"Campanha 382","2023-03-24","2023-04-13","17487.95","Publico Alvo 3","Sites de Notícias","Mais Seguidores","18.50","1000000"
383,"Campanha 383","2022-11-20","2022-11-30","21259.52","Publico Alvo 4","Google",NULL,"17.48","8000000"
384,"Campanha 384","2021-08-16","2021-09-01","30460.94","Publico Alvo 5",NULL,"Divulgação","22.18","1000000"
385,"Campanha 385","2024-03-26","2024-03-30",NULL,"?",NULL,"Mais Seguidores","23.22","9000000"
386,"Campanha 386","2025-02-10","2025-02-12",NULL,"?","Google",NULL,"23.40","6000000"
387,"Campanha 387","2022-08-31","2022-09-10","47183.27","Publico Alvo 3","Redes Sociais","Mais Seguidores","26.51","8000000"
388,"Campanha 388","2024-02-05","2024-02-12","12834.19","?","Google","Promocional","15.23","3000000"
389,"Campanha 389","2022-04-21","2022-05-20","89750.88","Publico Alvo 5","Google","Divulgação","5.87","6000000"
390,"Campanha 390","2024-08-17","2024-08-21","66337.13","?","Sites de Notícias",NULL,"5.68","4000000"
391,"Campanha 391","2024-11-17","2024-11-26",NULL,"Publico Alvo 2",NULL,"Divulgação","17.07","3000000"
392,"Campanha 392","2024-03-14","2024-04-02","13818.09","Publico Alvo 3","Redes Sociais","Mais Seguidores","17.44","10000000"
